row_id,split,z_ph,z_Hardness,z_Solids,z_Chloramines,z_Sulfate,z_Conductivity,z_Organic_carbon,z_Trihalomethanes,z_Turbidity,label_true
33,train,0.2247129325764116,1.1745118378843267,1.2225226926482644,-0.15647413198826346,1.465172908970583,-0.19733005290481254,-1.2295608749214813,-1.370653329737511,-1.0360932942794576,0
34,test,-0.03567408905656294,1.0897994016506514,-0.799784132727596,-1.0107145889507432,-0.02048549852678704,-0.5424554044823422,-0.6415299413146498,1.2651437715540463,1.353307803272131,0
35,validation,-1.3400235427546883,-0.14614723782653793,-0.2496862560188468,-0.6457263206755951,-0.27423983092695425,0.16952920465534757,-1.0087814960542192,-1.0696964598556475,-0.08794475413998319,0
36,train,-2.3436711840025364,-0.3926769961138226,0.3343493635815676,-0.9712129268708554,-1.3116664660922066,0.35578387691773555,-1.5999626670950615,0.4738569889572134,-0.6476999523482219,0
37,validation,-0.9980864194553055,3.295060035291655,-0.5158464531246624,-0.620573011114458,-0.02048549852678704,-0.3515402514521923,-0.6115292879084306,0.9804865217308354,-1.3737828117770534,0
38,train,-0.03567408905656294,-1.6325245207160743,-0.2130693693068237,-0.7516208597724585,-0.02048549852678704,-0.01063671875247754,2.5104322657238436,-0.8234354846692593,-1.3596948404278537,0
39,train,1.4862884285209985,0.05801625759995646,0.3265703564149132,-0.6146359106435927,-0.15776945762881708,-0.3835193832096234,0.675499882188272,-2.264599704103703,0.4515807817318912,0
40,test,-0.03567408905656294,1.1381779440886288,-1.1507024211953163,-1.5562216649851164,-0.6805965488008642,-0.9686859977840823,1.2466439336983894,-1.4854755762470504,-0.5893236576467874,0
41,train,-1.192883652459881,-0.05661577936681121,-0.5867633183358273,0.5587241414937926,-0.4709011961040452,-1.1446801709049188,-1.2492324328436528,-0.4147634946684423,0.5932864049729062,0
42,train,0.041998297117648874,1.2862343377632641,0.7928195071030448,-0.1763643247462735,1.4322277007334934,-1.1827365410285269,-0.9700273802988628,0.001304922035570111,1.5494989383805744,0
43,train,1.9312029113741849,0.18683073748550902,-1.347598134485877,-0.13385931631668405,0.09688540539736605,-1.1684422424430272,2.953327044618098,0.3622540668203523,0.9205022384830435,0
44,train,-1.5833313148268504,-0.4098172123447135,-0.02799137088820117,-1.4740018233374326,-0.02048549852678704,-0.29641461463045427,1.3473973107463697,0.05037857473534164,0.7313675249069373,0
45,train,-0.9403114567230865,0.6169079319194641,1.5697198909358558,0.05436928904219663,-0.02048549852678704,0.9446584969093506,0.5741828573033679,0.7236455812518207,0.21339333944686287,0
46,test,-0.08865493110582018,0.3958720494532283,-1.2791676839529456,-1.6413821418449084,-0.500246176713952,-0.45368213890739295,-0.2993810717662788,1.3481733732009964,-0.9912272003373244,0
47,train,2.4501708097084482,-0.7154948056270238,-0.6892106801215504,-0.9509824684024488,-0.7269176270323912,-1.2841086209725388,-1.2766570563690212,0.78300131878499,0.03697214402391822,0
48,train,-0.03567408905656294,-2.0482025049711376,1.4342153488884937,-0.4829726971876711,-0.8042879656026066,0.5217926613063547,1.3263434875903541,0.398377625451951,0.5559030555051552,0
49,train,1.1391207513177841,0.10634766406173622,-0.03165662202696249,-1.3595129873229816,-0.43773429551047127,-0.2868794709951489,-0.1516211012216951,-1.1525484849781833,-0.440820466690854,0
50,validation,-0.03567408905656294,-0.8683363528883761,0.6462243119013671,-0.031691881749421315,-0.9337642520344492,-0.5447565531205716,0.5868104845715039,0.6091454207336909,-1.1800388207387527,0
51,train,0.4939638535174133,-2.950251380130794,-1.115462807591238,-1.1743306759413663,-2.3788042791825172,2.184348375348451,-1.4233559524112485,-0.002109082118558403,-1.948073250225097,0
52,train,-0.2938360839271055,-1.5848233847771134,-0.22109146785107173,-1.3308737640681036,-1.2569447368132602,1.45414129992954,-1.0162650727552824,0.3555231670893176,-0.29254286411242086,0
53,validation,1.404597208367635,0.4594917891320368,-1.1260405842380474,0.08330655686958861,0.1628323303955731,1.229008474735721,1.2271928978451763,-1.1713062324400003,-0.22548364893784864,0
54,train,2.3669604792949888,-0.45444279939098914,-0.0034962338761228996,-0.06593833243019322,0.18036569757691148,0.35204079526233234,0.6788241017847668,-2.0194242160107407,-0.007898006117777643,0
55,train,0.2724425300974267,1.9421613003553004,1.0018118434354415,1.4218536838270985,-0.02048549852678704,-0.2874590245167955,0.5110680326750947,0.031913199302705426,1.0362048796061385,0
56,train,0.9781416722879767,1.2753600864430927,0.7927409281805782,0.7387757634276463,1.3134181623420893,0.657241913723154,-2.5231707673577652,-1.712751797969699,-0.0386926680818152,0
57,train,-1.4192725305442746,-0.197196692239037,0.2856137967121079,0.08291362813402758,-0.24522201866084664,-0.2793280433754167,-1.8439430644471295,2.110969000399114,0.6263596153024437,0
58,train,-0.03567408905656294,-1.1928095392696776,-0.5520789095134279,0.7716796929533061,-0.9276194574062929,-0.825758714212207,-0.44055856730985876,0.3548635142126611,0.5556469292645545,0
59,train,-0.03567408905656294,-1.2769514493706506,-0.14307797173112977,0.679279987543048,-0.02048549852678704,-1.698566687567418,0.7214765232363672,-0.41163640544603225,0.1522289625242853,0
60,train,-2.163630836428268,1.1241977230890536,1.1757394720420202,-0.06370800848520095,0.39921216319058545,-1.95409154179878,-1.4102693138546754,-0.1504735502438776,-0.0869333333622979,0
61,train,-0.47162013766590605,0.4994466667803573,-0.09661510460600596,-1.0726188245486636,-0.16949546930773546,-0.7229404798758501,-0.1547471161956893,-3.05471542438452,-0.06024648520513938,0
62,train,-0.03567408905656294,1.0041468264191658,1.5837476580902063,1.0677737684002138,1.4038904595880934,-1.6219463975175348,0.8147346922013192,0.026917555800952335,-0.147389504490758,0
63,train,1.0947552324184133,-0.04835094258953798,0.32344232643114124,0.7070568706613999,-0.02048549852678704,-0.3654202353142076,-0.5761122468434712,-1.1202372846733306,0.6484517292375146,0
64,validation,0.6819556514202699,-2.1141223362447548,1.2336829687628657,-0.3506914995833816,-0.02048549852678704,-0.14487079686860002,-0.9619215583147532,0.7704701848032669,0.1250954157996621,0
65,train,-0.5991883264573347,0.4776497593540549,8.013255321679472e-05,0.4840579015411988,-0.02048549852678704,-0.8120529899497784,0.20468996401638445,-0.14218706974036355,1.5918236954216134,0
66,train,-1.3793121014766174,1.2825398303690956,1.4863510640426212,1.1752101896327718,1.115257474459783,2.9793838327601434,-0.27862461978888997,0.6593604680499516,1.4523970374190676,0
67,train,-0.03567408905656294,-2.858089709681195,0.6380138388225558,0.8225753930251227,-0.02048549852678704,0.7146242410155889,-0.891107343148138,0.11106279451366582,0.8310998943022981,0
68,train,-0.03567408905656294,0.44375070842764114,-1.022484976478254,-1.616827421151442,-0.18841745993765988,-1.1667490322228504,0.5449234337511477,-1.0278588613556563,-0.6791738525500427,0
69,train,0.12082226894053127,-0.5158475956431754,0.35855803158400185,-0.7850593791601245,0.42419771040824,0.9020690773173482,0.9250587784379865,-0.9584901085593571,-0.42774044942419004,0
70,train,0.05200332885309045,-0.41778999914931003,-1.7152817523186477,-2.0523976180976446,-1.5440074100082772,0.0005258654615772228,-1.3657570705263826,1.5157637888651394,-0.10993636844200888,0
71,train,-0.9390595762494492,-2.4647411774407266,1.298519078231012,-0.02902619920539089,-1.00907392023514,0.9414591333060741,-1.6098277019492904,-1.1388496956431617,0.23870544541015679,0
72,train,-0.5901366068505447,-2.0159032791114884,-0.2679148667997877,-0.0028826673858308384,-0.9252292295003782,1.5857584311040398,-0.055166584439146286,-0.5209547074876966,1.7326708007519325,0
73,train,1.0864785448909222,1.3946881139955698,0.1331251447670585,0.26272950167401754,-0.02048549852678704,-0.9250184217180912,1.3584656628489176,0.2402142344346025,-0.12454066381699043,0
74,train,-0.03567408905656294,0.6920079941130411,-0.7915599713329693,-0.9338213671549165,0.29164207603422426,-0.03426528637356479,0.46130899898474576,-1.062486439515323,0.8760136690493148,0
75,train,-0.12714958557877357,0.44864330936088037,0.43663389279527215,-0.2062829854279066,-0.02048549852678704,-0.5543789442611675,-0.10069488190761812,1.5466873109476185,1.3451454126382552,0
76,train,-2.43019194487853,-1.1642802536899013,0.1383164684159159,-0.17159765647381658,-1.2989435816557646,-1.4865962321767987,-1.3924929672524977,0.8703392212463927,-0.2662966123208624,0
77,train,-2.288613256797734,-1.0138720169188926,1.8378328554137968,-0.2570248833973501,-0.19576353236103258,0.4876987943732187,0.09279870049429358,-0.9847918702452938,-0.3938873605611649,0
78,train,-0.42828551512000634,-0.6140980757389882,0.3020236699816818,-0.8350017777274216,-0.5224078905251446,0.6111770784745606,0.6062178981534289,-0.5315603289333477,-2.145017669673365,0
79,train,0.15844013480112645,0.6375149991996675,1.1482649473860793,1.7246079543642967,1.1840351285685788,-0.025639810263332778,-1.6126013111358415,0.21494829588240272,-0.5914098063496188,0
80,train,-3.5671565387211843,1.135277058812293,0.7824915664051706,0.3908730857105292,-0.02048549852678704,-0.21700228239195488,0.4123681482735786,-0.7489493762758331,1.3332270924608138,0
81,train,-1.0654453255733929,-0.8579115115342405,-1.056501722815692,0.39479254614053505,-0.02048549852678704,0.1919855993066625,1.1732779823921595,0.026917555800952335,-0.2709250160683214,0
82,train,0.2211980733526581,0.25254732321078543,-1.3940125068228246,-0.3683330310740894,-0.6143213871876889,0.938591224686133,-0.8357309271133315,0.9499369961922449,-0.25375769105284485,0
83,train,-0.7538748168306869,1.9072402047767276,0.6206931103966619,0.34362448409025903,1.368557135271644,1.061509362498951,-0.6140413635441538,1.0363063338817458,-1.248306407430048,0
84,train,-0.4688931309336875,-1.9273389724255288,0.22909519027365477,-1.2270215774994362,-1.8375944244169187,1.792163156779923,-1.3552790691848726,1.8320761705252402,0.2817790469660247,0
85,train,-0.5953318149234572,-0.0399540545894803,-0.9899089495656673,0.4873948854733117,-0.02048549852678704,-0.13252064429871124,-2.06693250011355,0.2807406427996897,-0.4582317250519665,0
86,train,-0.21871202820189448,1.0835082076530618,0.6083332782388784,0.49091081328449104,0.4564935910235708,0.4612095320617897,-0.12236166849163514,-0.08271494665974499,1.20933629514111,0
87,validation,1.9298589875437093,0.07538903378831234,-0.039162191797515955,-0.18520387922197698,-0.1275366750223784,0.03098586048815524,0.5207228353481191,-0.4325360044078105,-0.7485225864987045,0
88,train,2.0910234400260372,3.1742032605371704,-1.04275751788138,-0.275370250054189,1.780229672092639,0.7329225835882819,-1.5040336755455233,0.11422038289674365,1.319165825277902,0
89,train,1.1149309556857874,0.29569704851703477,0.7732108154420534,-0.4807836242738426,1.196847953748107,0.9730075553816188,-0.21726477245779333,-1.504232968183182,-1.8105020503296436,0
90,train,-0.03567408905656294,0.03856693938608988,-0.5304906873019302,0.3502318068067301,-0.12473869432745097,1.8132934418560975,-0.7320710628943655,0.1896379001424049,0.5281999464961176,0
91,validation,-0.03567408905656294,0.07314055884572246,0.899982756026549,-0.1416837796581984,0.6448259067835604,-0.08977770839007992,-1.541055648774383,-0.6859028733689946,-0.787324766952411,0
92,train,-0.6702183509131671,1.262635649984925,-0.1590572827655032,0.8478253749357446,-0.02048549852678704,-1.6871800241316464,1.531512358741523,1.7123888731466272,-1.0205368981272662,0
93,validation,1.3226208230584788,1.731456180370552,0.7000312000381332,-0.31696084785355055,1.0910835359646545,1.976046942053734,0.5756947625798591,-0.4431715090231019,-2.4958934942571833,0
94,train,-0.08899031584040232,0.1969157462268584,-1.1614936055941458,-0.997740690110828,-0.8112092368374347,1.5178420780467317,-1.4917514960387541,-0.6438404254694119,-0.40791772415806493,0
95,test,-0.6421478013151911,0.03538899693262715,0.5546692222772057,0.3053666944649964,-0.126069548746951,1.4799966682200754,0.4810400813148319,-1.5750742215465239,1.7756711822791895,0
96,train,-0.004227311026695175,0.7339836964886118,0.2343423427206895,-0.5702569893714439,0.2242185229141999,-1.1701885236686045,-1.1019938400663956,1.532392799985746,1.0148754181439281,0
97,train,-1.0864221281906163,-1.8670204734744595,-0.03746923268855037,0.6793402631333305,-1.4615064451248145,0.16438662312273938,0.18243370927356506,1.4049850202622078,1.4014138543886936,0
98,validation,0.08270256471950327,-2.3412839832077235,0.32021320413210796,-0.5574034080640408,-1.2098061070859165,-0.11783353843403063,-0.18991600989470414,-0.15106491874072353,-0.33351060756953704,0
99,train,1.4254796937085845,-1.0250558884686682,-0.10767172760792437,0.39187505205471906,-0.3680211791322867,-0.012316373736410884,-1.238904059349648,-0.23362838945748038,-1.1024022851663977,0
100,train,-1.9153802164066678,-0.9158622367774747,0.29487644340652397,0.1834421119490117,-1.0055427018270058,-0.9672158758409111,-0.24027807047212255,-0.7378339417708601,-0.2646462915195174,0
101,train,0.18025325707291862,0.8134957779969932,-1.1717439108811363,1.1168184481542343,-0.02048549852678704,0.8154927201455612,1.1874412702447719,0.4815166510605144,1.163679747391094,0
102,train,0.9817930810545767,-0.6469258160303187,-1.1355425630594431,0.24088757008749997,-0.6981943225727706,0.5700003195901502,2.319540625303057,-0.8710856296356521,1.4221652664931914,0
103,validation,-0.03567408905656294,-0.8483085677541389,1.6319052393241282,0.7684212982574504,-0.13134616845838373,2.005986496368765,1.0496941696639346,2.3469136962790107,0.0321108489494937,0
104,train,-3.04463330743968,-0.24264473464528252,1.4777374599905835,-0.18732369386821857,-0.02048549852678704,0.4940745338809928,-0.3344314581419958,-1.0516008577526976,1.0157668421653872,0
105,train,0.9575572474046186,0.22686154451031113,0.13377905178640545,0.7312893508129793,0.6872242987743232,0.0863652666648951,0.862812336511848,-0.2342170728164849,-0.12187253998953063,0
106,train,-0.03567408905656294,0.5155091425141334,0.08255345427894048,-0.08715720004812652,0.006004284344981241,0.43637518192945773,-0.8079296756464315,0.22170580743978363,-0.7317912198173605,0
107,train,1.207981114183711,1.7743764135419753,-1.387391059532152,0.5339176123738486,0.4005508442754642,-1.0314984580581614,-1.9360548432430906,0.7599184727122539,1.9882841239207727,0
108,train,-0.6712328893438088,-0.20612139284122005,0.6786148414775597,-0.40747703094409976,0.38742965946482844,-2.244835449870487,0.11409538763996416,0.46308194336222214,0.00831146501776821,0
109,train,0.9094911656340862,-0.33719671090265063,-0.9761054672926506,-1.930757689316925,-0.7052212016124342,0.43943713083515296,0.9011510510129357,-1.098539014053351,-0.01072153532879329,0
110,train,1.4992017650873675,0.7950033875246045,-1.0815785933325999,0.12011159081110016,-0.04347745127030481,-0.9151889416205193,-0.028197741602700697,0.026917555800952335,1.6228879744539262,0
111,train,0.5390768063307808,0.9060468106114807,-1.036169272410498,0.12837372368666872,0.3454913023878039,0.21421745993700933,-2.5087538180932176,-0.18944954658423918,0.34235566113496413,0
112,validation,0.43657190391971223,1.702292465391513,1.6688851128108708,0.8035445883383653,2.546303791902261,-1.091793694446122,0.9856725867271705,-0.35701934556104403,-0.3146060859374936,0
113,train,-2.5162842489528425,0.4691397296873346,-0.18030796569985455,0.9175776249759237,0.42108702010397453,-0.91305881229127,1.2067041542690513,1.03111449026678,-1.4990313912102928,0
114,train,-0.23064384650722705,0.6651522195737415,0.006540688697755513,0.04262962888035929,-0.02048549852678704,-0.6771896385238613,0.7839972754896726,0.5050002284481958,-0.08760739137800444,0
115,train,-0.03567408905656294,-0.19300262011612382,0.7111359261969427,1.5689045948500495,0.6427247492113434,-2.0240633027635107,-0.2504658547609202,0.05945103063755384,2.120365462308516,0
116,validation,0.06790612194162328,1.9960589660504469,-0.8778870052300644,1.190923208157626,0.6838625976996867,-1.6955734515568452,0.8829000207376105,1.0081252114565957,0.8008856320411171,0
117,train,2.0614328923862466,1.3396276822254367,-0.7378587667367075,-1.0619698378625868,0.7711429363928181,-0.30753634332796065,0.5712258400072071,-0.3172675383076664,-0.6970467056541253,0
118,train,0.21331957703150262,-2.2734478783571817,-1.4749346327947395,-0.12984640663421154,-2.532407220065809,0.7624102067213673,-0.27473175655148707,0.026917555800952335,-1.0507566833159094,0
119,validation,0.49612372976479424,-0.004213917791216323,2.3600845936499066,0.14801327999683794,-0.02048549852678704,0.17935724640406583,0.12328392853132235,0.026917555800952335,2.85670982761364,0
120,train,-0.14067410130884142,-1.8340175608169713,0.6395411974220232,-0.0034692430051765063,-0.725695500099085,-1.0574678145709837,1.2665149597256364,0.9554171895163835,-0.18313334372182308,0
121,validation,-0.03567408905656294,-1.5247518838578826,-0.6199305537037018,0.36757363077384375,-0.02048549852678704,0.5047327136790769,1.3269464135211886,-1.049180056744083,0.8867983031877914,0
122,test,-0.03567408905656294,1.044717747984225,0.6378560504523906,0.024554117002599008,0.9745560911718201,-1.8898582911264135,-1.4333794197203726,0.3966839612917091,0.2899345323421331,0
123,train,0.29749434203522845,2.155697533338483,0.5748709843777434,2.0887268300700668,-0.02048549852678704,0.9578601396756031,0.6038443344718993,-0.5754112636859964,-1.3939379727758647,0
124,train,0.9986130037201859,1.058181361136484,0.8085347817131836,0.45199304329817025,0.9732987414981146,0.05289465095714913,0.612578859878805,0.4456435580561882,-0.25316220336176715,0
125,train,2.1952135366409395,0.628225239962585,0.6645400307673852,1.130966716941088,0.9806306435378551,-0.5551530323084055,-2.350607516609851,-0.4145527015250033,-0.8769493734781656,0
126,train,-0.03567408905656294,1.7147040544300287,0.8597796648705605,1.7502152352399551,2.7497592518672818,0.4587795729362182,-0.31905232987902526,1.1458670619805493,1.3834480283825314,0
127,validation,0.19539494685990852,0.3369836891193711,0.35276032590153705,1.569641932031763,0.7820523138061767,-0.7989817131089604,-0.8325132469373867,0.10160370094306227,0.5648588385177196,0
128,train,2.7890312573782605,0.9678345544903121,-0.5934195421659847,-0.6249861393517652,-0.02048549852678704,0.9374147243446159,0.23590509645343202,2.827845312850519,-0.2059058838547648,0
129,train,-0.3932351779880907,0.17054016714649997,-0.5380284525557947,-0.5577065679712755,-0.19663269316297238,0.6628268436079384,0.6948396030851008,-1.2618757366343372,-0.5397444899882053,0
130,test,-0.29965862211902955,-1.3739855669056686,-1.241153123113522,-2.085676126575327,-2.550828998899721,0.12220821633770008,0.30617535942675583,-0.12126468418046842,-0.20192734030954385,0
131,train,-1.3958796327012992,-1.2688068338507437,1.4974903006456102,0.015195145457961577,-0.37642276663335456,0.8953462507966639,1.2385692674202056,-0.18531366368621535,-0.9282638464799374,0
132,train,-0.11674305387997587,-1.2559649558706065,-0.43717833637649234,-1.3587643745977305,-1.5904420737509288,0.14364227650126962,1.2594376523285082,-0.6723925677822213,-1.7373292728632983,0
133,train,0.6083434260088925,1.5070563307770415,1.1786154444428276,1.5816705363301904,1.8059167658942135,0.5628760002338373,-0.775709634025675,-2.6807291894737038,-0.5354556714727249,0
134,validation,-0.6847270925023514,0.023921353321209794,1.6097083929586142,0.6438609102413486,1.255154361679017,-0.8372891336522033,1.784930444735403,-1.536903587845087,0.29503124811386794,0
135,train,-0.5730200193964575,-0.1474961450361351,0.7210114878037203,0.020777372542117506,-0.398631599716322,0.24957075967039047,1.5621163571999157,-0.32814658372106015,0.6877667503980851,0
136,train,-0.6949264020592607,-1.1019052133232474,-0.801156795262051,0.2411335603659119,-0.7687705828322471,-1.2414348256428795,-0.598064057352666,0.1851141805481879,-0.6438843115062397,0
137,train,0.7117928192389987,-0.5768614575096803,0.6851382339001523,1.1893733757574922,0.016916375002337364,-0.38173865926020395,0.5116119145049499,0.9679237294859885,-0.7778971809241444,0
138,train,1.6872773167533412,0.1621949754823658,-0.9984311206303156,-0.7952970798503629,-0.18409751413188724,0.06640794090516577,-0.03820056489144086,-0.16277253229040622,-0.26616297512304204,0
139,train,0.7378047677870105,0.12848607439387053,0.6062821990084256,0.10300892587637168,0.2839181349525908,1.2030008288094476,0.5746399075934252,0.007223429098397097,0.40732426604293576,0
140,train,1.028256107493106,2.2465081022118425,-0.6854622724926654,-0.7379533576819771,-0.02048549852678704,3.01428767867336,1.8111296828973018,-0.7070061441869989,-0.5138930987383016,0
141,train,-0.03567408905656294,-0.8990545283880366,-0.0989889638154017,-1.3295917097831478,-0.02048549852678704,1.7051350261885336,-0.900996810940837,0.026917555800952335,-0.3722031849587077,0
142,train,-0.17606897263739849,-0.29635204209897487,2.7685926758080033,-0.5977228813228643,0.5184722538727294,-0.6725413941977643,-0.5070915711964593,-0.4667622878615616,-1.2063908764243227,0
143,validation,0.5290569682480765,0.23147684615055064,0.3790724568064709,0.5147894680387648,0.12059263022429863,0.5114123022253428,0.5290952919262679,1.2706300721883994,0.23886301444114652,0
144,train,-1.4421752911805057,0.7394419996256488,-0.0013230990736532648,-0.5274287310403772,-0.6103263962898229,-0.5124853847800176,1.1537473685516575,-0.7737453434599555,-0.7021570989512451,0
145,train,-0.5968359322931979,-0.11598131330834066,-0.9528177041537489,-0.7963140831602229,-0.21738863900910393,1.304031133894415,0.1295928060173631,-0.35694655278600107,-0.5390753807405648,0
146,test,-0.03567408905656294,-1.2173247275682983,-0.19886182506845254,0.6068378627278351,-0.02048549852678704,0.7754516282714489,0.9358375849997473,0.37084989332801627,0.5712145579693817,0
147,train,1.8281003725555205,2.0700684096342954,-1.5185748023486054,0.7804593874207324,0.6987975366912577,-0.9218892130563466,0.23958846938499248,-0.8537683334628724,0.8512565245865121,0
148,train,1.733749378277144,-1.3441705786180578,0.20797459243390085,-0.1067824521129216,-0.018515655922424507,-0.13343989465355247,0.7361392660569476,1.513368303059784,1.21382726635648,0
149,validation,-1.2912401136113687,-2.8186258552814065,-0.19966154503109118,-0.1141315656545394,-0.02048549852678704,-0.7293827581164681,0.2681197965715816,2.062124521710836,-0.9815757369009815,0
150,test,0.37409847285745446,0.08984698311673543,-0.6262248116637118,1.7467262591990582,0.6795120702287749,-0.09193978459361699,-1.1394414658903511,2.162638801783723,-1.3347555403801559,0
151,validation,-0.893830179017432,-1.2770995905723055,0.35226032622159703,-0.3525458177655718,-1.0109642411730617,-1.4086666601241007,-0.782913993314703,1.2402744627798308,0.9182667699747507,0
